association_id,gene_id,disease_id,confidence_score,evidence_level
ASSOC08335,GENE0356,DIS0490,0.61,Emerging
ASSOC08337,GENE0850,DIS0137,0.88,Emerging
ASSOC08338,GENE1121,DIS0305,0.82,Emerging
ASSOC08339,GENE0618,DIS0362,0.65,Strong
ASSOC08340,GENE1323,DIS0002,0.9,Emerging
ASSOC08341,GENE0818,DIS0004,0.87,Emerging
ASSOC08342,GENE0100,DIS0422,0.63,Strong
ASSOC08343,GENE0266,DIS0419,0.82,Strong
ASSOC08344,GENE0829,DIS0480,0.79,Strong
ASSOC08345,GENE0523,DIS0214,0.64,Emerging
ASSOC08346,GENE0965,DIS0030,0.76,Emerging
ASSOC08347,GENE1482,DIS0047,0.73,Moderate
ASSOC08348,GENE0943,DIS0418,0.97,Strong
ASSOC08349,GENE0577,DIS0233,0.95,Strong
ASSOC08350,GENE1023,DIS0048,0.71,Strong
ASSOC08351,GENE0218,DIS0468,0.69,Emerging
ASSOC08352,GENE1055,DIS0082,0.6,Emerging
ASSOC08353,GENE1392,DIS0290,0.59,Moderate
ASSOC08354,GENE0274,DIS0348,0.9,Emerging
ASSOC08355,GENE1254,DIS0018,0.51,Strong
ASSOC08356,GENE0834,DIS0490,0.82,Emerging
ASSOC08357,GENE1284,DIS0205,0.7,Strong
ASSOC08358,GENE1384,DIS0303,0.81,Emerging
ASSOC08359,GENE0426,DIS0284,0.63,Moderate
ASSOC08360,GENE1391,DIS0025,0.89,Moderate
ASSOC08361,GENE1499,DIS0494,0.86,Strong
ASSOC08362,GENE1176,DIS0101,0.78,Strong
ASSOC08363,GENE1424,DIS0011,0.88,Moderate
ASSOC08364,GENE0718,DIS0192,0.75,Moderate
ASSOC08365,GENE1402,DIS0405,0.71,Emerging
ASSOC08366,GENE0790,DIS0210,0.59,Strong
ASSOC08367,GENE0350,DIS0466,0.63,Moderate
ASSOC08368,GENE1300,DIS0313,0.73,Moderate
ASSOC08369,GENE0835,DIS0010,0.65,Moderate
ASSOC08370,GENE0550,DIS0145,0.83,Strong
ASSOC08371,GENE0454,DIS0337,0.64,Emerging
ASSOC08372,GENE1452,DIS0418,0.87,Emerging
ASSOC08373,GENE1185,DIS0043,0.64,Moderate
ASSOC08374,GENE0002,DIS0301,0.95,Strong
ASSOC08375,GENE1466,DIS0089,0.53,Emerging
ASSOC08376,GENE1169,DIS0427,0.99,Emerging
ASSOC08377,GENE1137,DIS0223,0.57,Strong
ASSOC08378,GENE0811,DIS0029,0.66,Strong
ASSOC08379,GENE0652,DIS0225,0.52,Moderate
ASSOC08380,GENE0498,DIS0261,0.78,Emerging
ASSOC08381,GENE0134,DIS0500,0.57,Emerging
ASSOC08382,GENE0391,DIS0475,0.96,Emerging
ASSOC08383,GENE0780,DIS0461,0.82,Moderate
ASSOC08384,GENE0249,DIS0213,0.81,Moderate
ASSOC08385,GENE0364,DIS0204,0.63,Emerging
ASSOC08386,GENE0816,DIS0443,0.74,Emerging
ASSOC08387,GENE0478,DIS0393,0.95,Emerging
ASSOC08388,GENE1433,DIS0301,0.95,Strong
ASSOC08389,GENE0607,DIS0294,0.9,Strong
ASSOC08390,GENE0255,DIS0197,0.57,Emerging
ASSOC08391,GENE0124,DIS0332,0.78,Moderate
ASSOC08392,GENE0345,DIS0384,0.56,Strong
ASSOC08393,GENE1444,DIS0352,0.7,Moderate
ASSOC08394,GENE0909,DIS0438,0.85,Emerging
ASSOC08395,GENE0335,DIS0294,0.58,Moderate
ASSOC08396,GENE1358,DIS0200,0.77,Strong
ASSOC08397,GENE0236,DIS0282,0.66,Strong
ASSOC08398,GENE0904,DIS0383,0.62,Strong
ASSOC08399,GENE1049,DIS0393,0.75,Strong
ASSOC08400,GENE0210,DIS0329,0.94,Emerging
ASSOC08401,GENE0891,DIS0142,0.74,Moderate
ASSOC08402,GENE0673,DIS0009,0.89,Strong
ASSOC08403,GENE0827,DIS0444,0.9,Moderate
ASSOC08404,GENE0182,DIS0491,0.95,Strong
ASSOC08405,GENE1434,DIS0025,0.83,Moderate
ASSOC08406,GENE0262,DIS0134,0.86,Emerging
ASSOC08407,GENE0963,DIS0035,0.57,Moderate
ASSOC08408,GENE0966,DIS0037,0.5,Emerging
ASSOC08409,GENE0040,DIS0498,0.72,Emerging
ASSOC08410,GENE0271,DIS0145,0.81,Strong
ASSOC08411,GENE0332,DIS0251,0.67,Moderate
ASSOC08412,GENE0594,DIS0172,0.76,Strong
ASSOC08413,GENE1179,DIS0248,0.99,Emerging
ASSOC08414,GENE0638,DIS0009,0.66,Strong
ASSOC08415,GENE1350,DIS0175,0.76,Moderate
ASSOC08416,GENE1024,DIS0054,0.52,Strong
ASSOC08417,GENE1437,DIS0452,0.98,Moderate
ASSOC08418,GENE0920,DIS0320,0.82,Moderate
ASSOC08419,GENE0965,DIS0272,0.82,Emerging
ASSOC08420,GENE0187,DIS0489,0.75,Strong
ASSOC08421,GENE0194,DIS0044,0.53,Moderate
ASSOC08422,GENE0771,DIS0292,0.82,Emerging
ASSOC08423,GENE1428,DIS0285,0.92,Emerging
ASSOC08424,GENE0622,DIS0286,0.59,Moderate
ASSOC08425,GENE0428,DIS0269,0.54,Strong
ASSOC08426,GENE0732,DIS0266,0.56,Emerging
ASSOC08427,GENE0562,DIS0128,0.95,Strong
ASSOC08428,GENE0153,DIS0400,0.63,Moderate
ASSOC08429,GENE0315,DIS0147,0.82,Strong
ASSOC08430,GENE0568,DIS0427,0.84,Emerging
ASSOC08431,GENE0574,DIS0205,0.6,Emerging
ASSOC08432,GENE0419,DIS0213,0.52,Strong
ASSOC08433,GENE1159,DIS0223,0.79,Emerging
ASSOC08434,GENE0049,DIS0373,0.54,Emerging
ASSOC08435,GENE0567,DIS0448,0.77,Moderate
ASSOC08436,GENE0658,DIS0068,0.61,Strong
ASSOC08437,GENE0457,DIS0403,0.61,Strong
ASSOC08438,GENE0886,DIS0468,0.7,Emerging
ASSOC08439,GENE1346,DIS0371,0.68,Emerging
ASSOC08440,GENE0216,DIS0087,0.89,Strong
ASSOC08441,GENE1033,DIS0022,0.9,Emerging
ASSOC08442,GENE1482,DIS0088,0.58,Moderate
ASSOC08443,GENE0882,DIS0296,0.7,Moderate
ASSOC08444,GENE1164,DIS0382,0.84,Emerging
ASSOC08445,GENE0529,DIS0329,0.66,Moderate
ASSOC08446,GENE0123,DIS0346,0.94,Moderate
ASSOC08447,GENE1121,DIS0061,0.81,Emerging
ASSOC08448,GENE1079,DIS0193,0.72,Moderate
ASSOC08449,GENE1227,DIS0276,0.54,Strong
ASSOC08450,GENE0052,DIS0222,0.8,Strong
ASSOC08451,GENE1154,DIS0167,0.61,Emerging
ASSOC08452,GENE0347,DIS0486,0.79,Moderate
ASSOC08453,GENE0640,DIS0384,0.62,Moderate
ASSOC08454,GENE0782,DIS0139,0.73,Moderate
ASSOC08455,GENE0665,DIS0396,0.98,Strong
ASSOC08456,GENE0210,DIS0003,0.92,Strong
ASSOC08457,GENE1425,DIS0099,0.92,Moderate
ASSOC08458,GENE0979,DIS0036,0.6,Moderate
ASSOC08459,GENE0063,DIS0146,0.98,Emerging
ASSOC08460,GENE0386,DIS0069,0.72,Moderate
ASSOC08461,GENE0226,DIS0332,0.72,Strong
ASSOC08462,GENE1041,DIS0113,0.7,Moderate
ASSOC08463,GENE1139,DIS0362,0.69,Emerging
ASSOC08464,GENE0069,DIS0245,0.82,Strong
ASSOC08465,GENE1069,DIS0023,0.97,Moderate
ASSOC08466,GENE0242,DIS0078,0.82,Strong
ASSOC08467,GENE0724,DIS0361,0.98,Moderate
ASSOC08468,GENE0173,DIS0150,0.52,Moderate
ASSOC08469,GENE0830,DIS0446,0.94,Emerging
ASSOC08470,GENE1063,DIS0100,0.94,Emerging
ASSOC08471,GENE0010,DIS0042,0.58,Strong
ASSOC08472,GENE0426,DIS0020,0.78,Emerging
ASSOC08473,GENE0332,DIS0105,0.54,Moderate
ASSOC08474,GENE0642,DIS0176,0.77,Strong
ASSOC08475,GENE0367,DIS0125,0.91,Emerging
ASSOC08476,GENE0772,DIS0271,0.96,Emerging
ASSOC08477,GENE1107,DIS0468,0.52,Strong
ASSOC08478,GENE0347,DIS0387,0.71,Strong
ASSOC08479,GENE0391,DIS0462,0.78,Moderate
ASSOC08480,GENE0428,DIS0043,0.82,Strong
ASSOC08481,GENE0512,DIS0036,0.87,Moderate
ASSOC08482,GENE1408,DIS0084,0.9,Moderate
ASSOC08483,GENE0756,DIS0287,0.97,Strong
ASSOC08484,GENE0257,DIS0438,0.56,Moderate
ASSOC08485,GENE0126,DIS0061,0.51,Strong
ASSOC08486,GENE1144,DIS0257,0.93,Moderate
ASSOC08487,GENE0128,DIS0308,0.92,Strong
ASSOC08488,GENE0905,DIS0376,0.67,Emerging
ASSOC08489,GENE0009,DIS0328,0.95,Moderate
ASSOC08490,GENE0911,DIS0019,0.74,Emerging
ASSOC08492,GENE0887,DIS0231,0.68,Emerging
ASSOC08493,GENE0481,DIS0138,0.76,Emerging
ASSOC08494,GENE0552,DIS0322,0.66,Moderate
ASSOC08495,GENE0404,DIS0420,0.73,Emerging
ASSOC08496,GENE0075,DIS0035,0.61,Moderate
ASSOC08497,GENE1195,DIS0459,0.53,Strong
ASSOC08498,GENE0894,DIS0021,0.57,Emerging
ASSOC08499,GENE0045,DIS0390,0.68,Strong
ASSOC08500,GENE1074,DIS0281,0.69,Moderate
ASSOC08501,GENE0237,DIS0185,0.67,Moderate
ASSOC08502,GENE1308,DIS0013,0.75,Emerging
ASSOC08503,GENE1073,DIS0338,0.99,Strong
ASSOC08504,GENE0357,DIS0439,0.71,Moderate
ASSOC08505,GENE1099,DIS0291,0.86,Moderate
ASSOC08506,GENE1050,DIS0131,0.93,Strong
ASSOC08507,GENE1120,DIS0497,0.93,Emerging
ASSOC08508,GENE0367,DIS0113,0.64,Moderate
ASSOC08509,GENE0641,DIS0116,0.52,Emerging
ASSOC08510,GENE1443,DIS0109,0.55,Moderate
ASSOC08511,GENE0935,DIS0093,0.72,Emerging
ASSOC08512,GENE1388,DIS0398,0.73,Moderate
ASSOC08513,GENE0424,DIS0235,0.54,Emerging
ASSOC08514,GENE0213,DIS0498,0.51,Emerging
ASSOC08515,GENE0710,DIS0147,0.63,Strong
ASSOC08516,GENE0932,DIS0379,0.8,Moderate
ASSOC08518,GENE1016,DIS0271,0.82,Emerging
ASSOC08519,GENE0960,DIS0444,0.87,Moderate
ASSOC08520,GENE0133,DIS0479,0.81,Strong
ASSOC08521,GENE0531,DIS0398,0.64,Strong
ASSOC08522,GENE1117,DIS0257,0.53,Moderate
ASSOC08523,GENE1400,DIS0074,0.51,Emerging
ASSOC08524,GENE0054,DIS0280,0.95,Moderate
ASSOC08525,GENE1334,DIS0071,0.58,Emerging
ASSOC08526,GENE0123,DIS0148,0.65,Moderate
ASSOC08527,GENE1416,DIS0008,0.98,Strong
ASSOC08528,GENE0011,DIS0499,0.94,Strong
ASSOC08529,GENE0354,DIS0262,0.72,Emerging
ASSOC08530,GENE1233,DIS0207,0.65,Strong
ASSOC08531,GENE1060,DIS0080,0.68,Emerging
ASSOC08532,GENE1333,DIS0006,0.85,Moderate
ASSOC08533,GENE0288,DIS0479,0.79,Moderate
ASSOC08534,GENE0450,DIS0012,0.74,Emerging
ASSOC08535,GENE1037,DIS0428,0.96,Strong
ASSOC08536,GENE1021,DIS0195,0.54,Strong
ASSOC08537,GENE0934,DIS0143,0.73,Strong
ASSOC08538,GENE0695,DIS0105,0.52,Strong
ASSOC08539,GENE0402,DIS0299,0.89,Moderate
ASSOC08540,GENE0657,DIS0344,0.75,Emerging
ASSOC08541,GENE0506,DIS0361,0.86,Emerging
ASSOC08542,GENE0705,DIS0494,0.64,Strong
ASSOC08543,GENE0196,DIS0156,0.6,Emerging
ASSOC08544,GENE0871,DIS0098,0.76,Strong
ASSOC08545,GENE0126,DIS0026,0.84,Moderate
ASSOC08546,GENE0998,DIS0216,0.96,Moderate
ASSOC08547,GENE0208,DIS0012,0.84,Emerging
ASSOC08548,GENE0616,DIS0157,0.71,Emerging
ASSOC08549,GENE1255,DIS0016,0.87,Emerging
ASSOC08550,GENE1453,DIS0168,0.98,Emerging
ASSOC08551,GENE0812,DIS0071,0.96,Moderate
ASSOC08552,GENE0524,DIS0278,0.63,Emerging
ASSOC08553,GENE0065,DIS0307,0.67,Strong
ASSOC08554,GENE0581,DIS0497,0.91,Strong
ASSOC08555,GENE1299,DIS0140,0.54,Moderate
ASSOC08556,GENE1439,DIS0270,0.8,Emerging
ASSOC08557,GENE0137,DIS0016,0.77,Emerging
ASSOC08558,GENE0459,DIS0419,0.91,Emerging
ASSOC08559,GENE0851,DIS0041,0.58,Strong
ASSOC08560,GENE0684,DIS0200,0.82,Emerging
ASSOC08561,GENE0183,DIS0019,0.69,Emerging
ASSOC08562,GENE0573,DIS0136,0.66,Strong
ASSOC08563,GENE0736,DIS0427,0.85,Moderate
ASSOC08564,GENE0652,DIS0485,0.81,Moderate
ASSOC08565,GENE1312,DIS0457,0.65,Moderate
ASSOC08566,GENE0780,DIS0193,0.84,Emerging
ASSOC08567,GENE1212,DIS0491,0.58,Emerging
ASSOC08568,GENE0773,DIS0254,0.98,Emerging
ASSOC08569,GENE1172,DIS0357,0.65,Emerging
ASSOC08570,GENE0822,DIS0117,0.52,Emerging
ASSOC08571,GENE0090,DIS0101,0.59,Emerging
ASSOC08572,GENE1439,DIS0395,0.78,Emerging
ASSOC08573,GENE0389,DIS0384,0.78,Strong
ASSOC08574,GENE0426,DIS0222,0.96,Moderate
ASSOC08575,GENE0148,DIS0241,0.85,Strong
ASSOC08576,GENE0721,DIS0347,0.83,Strong
ASSOC08578,GENE0252,DIS0262,0.96,Moderate
ASSOC08579,GENE0516,DIS0077,0.52,Strong
ASSOC08580,GENE0717,DIS0112,0.65,Strong
ASSOC08581,GENE0174,DIS0215,0.63,Moderate
ASSOC08582,GENE0623,DIS0332,0.78,Emerging
ASSOC08583,GENE0463,DIS0004,0.99,Emerging
ASSOC08584,GENE1197,DIS0156,0.7,Moderate
ASSOC08585,GENE1446,DIS0072,0.6,Strong
ASSOC08586,GENE0657,DIS0179,0.82,Moderate
ASSOC08587,GENE0119,DIS0087,0.86,Strong
ASSOC08588,GENE0510,DIS0138,0.77,Moderate
ASSOC08589,GENE0165,DIS0175,0.61,Emerging
ASSOC08590,GENE0879,DIS0084,0.99,Emerging
ASSOC08591,GENE0916,DIS0216,0.58,Moderate
ASSOC08592,GENE0025,DIS0421,0.52,Emerging
ASSOC08593,GENE1345,DIS0305,0.9,Emerging
ASSOC08594,GENE0593,DIS0322,0.65,Moderate
ASSOC08595,GENE1232,DIS0333,0.76,Emerging
ASSOC08596,GENE1403,DIS0256,0.68,Strong
ASSOC08597,GENE0484,DIS0146,0.99,Emerging
ASSOC08598,GENE0524,DIS0019,0.76,Strong
ASSOC08599,GENE0278,DIS0151,0.61,Moderate
ASSOC08600,GENE0805,DIS0074,0.77,Strong
ASSOC08601,GENE1071,DIS0490,0.81,Moderate
ASSOC08602,GENE0496,DIS0153,0.5,Strong
ASSOC08603,GENE0608,DIS0339,0.77,Emerging
ASSOC08605,GENE1380,DIS0448,0.9,Moderate
ASSOC08606,GENE0671,DIS0404,0.78,Emerging
ASSOC08607,GENE1253,DIS0351,0.81,Emerging
ASSOC08608,GENE0098,DIS0305,0.68,Moderate
ASSOC08609,GENE0157,DIS0235,0.86,Moderate
ASSOC08610,GENE0568,DIS0311,0.88,Moderate
ASSOC08611,GENE0731,DIS0470,0.85,Strong
ASSOC08612,GENE0589,DIS0200,0.74,Moderate
ASSOC08613,GENE0714,DIS0161,0.85,Strong
ASSOC08614,GENE0702,DIS0407,0.68,Strong
ASSOC08615,GENE0215,DIS0382,0.59,Emerging
ASSOC08616,GENE0666,DIS0260,0.68,Strong
ASSOC08617,GENE1089,DIS0199,0.8,Emerging
ASSOC08618,GENE0275,DIS0426,0.54,Moderate
ASSOC08619,GENE0413,DIS0488,0.75,Strong
ASSOC08620,GENE0149,DIS0239,0.9,Strong
ASSOC08621,GENE0647,DIS0121,0.7,Moderate
ASSOC08622,GENE0683,DIS0233,0.89,Moderate
ASSOC08623,GENE1316,DIS0257,0.85,Strong
ASSOC08624,GENE0882,DIS0398,0.79,Emerging
ASSOC08625,GENE0891,DIS0313,0.97,Emerging
ASSOC08626,GENE0545,DIS0060,0.77,Emerging
ASSOC08627,GENE1186,DIS0445,0.86,Moderate
ASSOC08628,GENE0638,DIS0093,0.85,Emerging
ASSOC08629,GENE0202,DIS0476,0.66,Strong
ASSOC08630,GENE0546,DIS0103,0.58,Moderate
ASSOC08631,GENE0122,DIS0388,0.72,Emerging
ASSOC08632,GENE1213,DIS0470,0.78,Strong
ASSOC08633,GENE1177,DIS0139,0.52,Strong
ASSOC08634,GENE0837,DIS0339,0.62,Strong
ASSOC08635,GENE1342,DIS0313,0.73,Emerging
ASSOC08636,GENE0452,DIS0094,0.88,Emerging
ASSOC08637,GENE0778,DIS0415,0.67,Strong
ASSOC08638,GENE1094,DIS0106,0.7,Emerging
ASSOC08639,GENE0184,DIS0057,0.57,Moderate
ASSOC08640,GENE0923,DIS0330,0.67,Strong
ASSOC08641,GENE0228,DIS0435,0.55,Emerging
ASSOC08642,GENE0013,DIS0436,0.84,Emerging
ASSOC08643,GENE0904,DIS0416,0.81,Moderate
ASSOC08644,GENE0044,DIS0385,0.54,Strong
ASSOC08645,GENE0972,DIS0216,0.77,Emerging
ASSOC08646,GENE0662,DIS0055,0.88,Emerging
ASSOC08647,GENE0671,DIS0434,0.57,Moderate
ASSOC08648,GENE1180,DIS0235,0.52,Moderate
ASSOC08649,GENE1450,DIS0082,0.83,Strong
ASSOC08650,GENE1370,DIS0267,0.58,Strong
ASSOC08651,GENE0836,DIS0306,0.65,Strong
ASSOC08652,GENE0326,DIS0318,0.73,Moderate
ASSOC08653,GENE0309,DIS0340,0.65,Moderate
ASSOC08654,GENE0891,DIS0130,0.96,Strong
ASSOC08655,GENE0606,DIS0223,0.82,Strong
ASSOC08656,GENE1250,DIS0269,0.94,Strong
ASSOC08657,GENE0127,DIS0260,0.62,Emerging
ASSOC08658,GENE0809,DIS0081,0.92,Moderate
ASSOC08659,GENE0313,DIS0037,0.75,Strong
ASSOC08660,GENE1177,DIS0305,0.95,Strong
ASSOC08661,GENE0621,DIS0406,0.78,Strong
ASSOC08662,GENE0766,DIS0363,0.84,Moderate
ASSOC08663,GENE0323,DIS0117,0.9,Emerging
ASSOC08664,GENE0962,DIS0393,0.65,Strong
ASSOC08665,GENE1276,DIS0242,0.96,Strong
ASSOC08666,GENE0644,DIS0246,0.74,Strong
ASSOC08667,GENE0891,DIS0128,0.92,Emerging
ASSOC08668,GENE0945,DIS0084,0.56,Strong
ASSOC08669,GENE0719,DIS0394,0.7,Moderate
ASSOC08670,GENE0960,DIS0125,0.71,Moderate
ASSOC08671,GENE0925,DIS0180,0.72,Strong
ASSOC08672,GENE0202,DIS0340,0.58,Strong
ASSOC08673,GENE0377,DIS0008,0.77,Strong
ASSOC08674,GENE1439,DIS0263,0.63,Emerging
ASSOC08675,GENE1143,DIS0382,0.72,Emerging
ASSOC08676,GENE0885,DIS0333,0.66,Emerging
ASSOC08677,GENE0849,DIS0322,0.6,Moderate
ASSOC08678,GENE0288,DIS0474,0.83,Moderate
ASSOC08679,GENE1044,DIS0074,0.65,Strong
ASSOC08680,GENE0940,DIS0430,0.84,Moderate
ASSOC08681,GENE0521,DIS0460,0.67,Strong
ASSOC08682,GENE0640,DIS0316,0.94,Emerging
ASSOC08683,GENE0570,DIS0111,0.64,Emerging
ASSOC08684,GENE1256,DIS0201,0.71,Emerging
ASSOC08685,GENE1089,DIS0195,0.8,Moderate
ASSOC08686,GENE0588,DIS0427,0.85,Moderate
ASSOC08687,GENE0420,DIS0062,0.62,Emerging
ASSOC08688,GENE0866,DIS0081,0.55,Emerging
ASSOC08689,GENE0398,DIS0291,0.87,Moderate
ASSOC08690,GENE0281,DIS0169,0.55,Moderate
ASSOC08691,GENE0241,DIS0492,0.59,Strong
ASSOC08692,GENE0684,DIS0374,0.6,Strong
ASSOC08693,GENE1500,DIS0465,0.63,Moderate
ASSOC08694,GENE0032,DIS0412,0.75,Emerging
ASSOC08695,GENE1271,DIS0126,0.65,Moderate
ASSOC08696,GENE0281,DIS0496,0.88,Moderate
ASSOC08697,GENE0944,DIS0129,0.77,Strong
ASSOC08698,GENE0413,DIS0111,0.95,Strong
ASSOC08699,GENE1455,DIS0181,0.79,Strong
ASSOC08700,GENE0386,DIS0089,0.77,Moderate
ASSOC08701,GENE0290,DIS0263,0.88,Strong
ASSOC08702,GENE0539,DIS0218,0.53,Strong
ASSOC08703,GENE1235,DIS0081,0.69,Moderate
ASSOC08704,GENE0794,DIS0385,0.65,Emerging
ASSOC08705,GENE1409,DIS0258,0.64,Strong
ASSOC08706,GENE0076,DIS0419,0.82,Strong
ASSOC08707,GENE0764,DIS0141,0.88,Strong
ASSOC08708,GENE1186,DIS0070,0.79,Moderate
ASSOC08709,GENE0009,DIS0359,0.55,Emerging
ASSOC08710,GENE0721,DIS0364,0.52,Emerging
ASSOC08711,GENE0711,DIS0175,0.75,Emerging
ASSOC08712,GENE0883,DIS0369,0.98,Moderate
ASSOC08713,GENE0170,DIS0120,0.75,Moderate
ASSOC08714,GENE0952,DIS0407,0.92,Strong
ASSOC08715,GENE0416,DIS0106,0.9,Strong
ASSOC08716,GENE1041,DIS0098,0.95,Moderate
ASSOC08717,GENE1414,DIS0279,0.54,Emerging
ASSOC08718,GENE1258,DIS0202,0.83,Strong
ASSOC08719,GENE0681,DIS0127,0.62,Strong
ASSOC08720,GENE0635,DIS0341,0.68,Moderate
ASSOC08721,GENE0188,DIS0478,0.95,Strong
ASSOC08722,GENE0222,DIS0212,0.71,Strong
ASSOC08723,GENE1468,DIS0417,0.56,Strong
ASSOC08724,GENE1303,DIS0443,0.98,Emerging
ASSOC08725,GENE0351,DIS0170,0.64,Emerging
ASSOC08726,GENE1136,DIS0012,0.74,Strong
ASSOC08727,GENE0315,DIS0463,0.99,Moderate
ASSOC08728,GENE0175,DIS0166,0.72,Moderate
ASSOC08729,GENE0702,DIS0138,0.68,Strong
ASSOC08730,GENE0448,DIS0075,0.65,Moderate
ASSOC08731,GENE0201,DIS0179,0.78,Emerging
ASSOC08732,GENE0752,DIS0270,0.58,Moderate
ASSOC08733,GENE0325,DIS0141,0.6,Moderate
ASSOC08734,GENE0310,DIS0433,0.86,Moderate
ASSOC08735,GENE0327,DIS0498,0.74,Emerging
ASSOC08736,GENE0484,DIS0352,0.91,Emerging
ASSOC08737,GENE0609,DIS0273,0.56,Emerging
ASSOC08738,GENE1160,DIS0324,0.54,Moderate
ASSOC08739,GENE0559,DIS0128,0.82,Moderate
ASSOC08740,GENE1156,DIS0485,0.88,Moderate
ASSOC08741,GENE0388,DIS0320,0.67,Emerging
ASSOC08742,GENE0848,DIS0060,0.55,Emerging
ASSOC08743,GENE0149,DIS0416,0.53,Strong
ASSOC08744,GENE0966,DIS0115,0.94,Emerging
ASSOC08745,GENE0567,DIS0115,0.57,Moderate
ASSOC08746,GENE1007,DIS0176,0.68,Moderate
ASSOC08747,GENE1474,DIS0275,0.66,Strong
ASSOC08748,GENE1373,DIS0441,0.64,Strong
ASSOC08749,GENE1170,DIS0282,0.67,Emerging
ASSOC08751,GENE1077,DIS0489,0.9,Moderate
ASSOC08752,GENE0970,DIS0452,0.69,Emerging
ASSOC08753,GENE1286,DIS0006,0.8,Emerging
ASSOC08754,GENE0045,DIS0320,0.87,Emerging
ASSOC08755,GENE0445,DIS0076,0.6,Emerging
ASSOC08756,GENE0856,DIS0189,0.74,Strong
ASSOC08757,GENE0921,DIS0021,0.98,Moderate
ASSOC08758,GENE0426,DIS0025,0.9,Emerging
ASSOC08759,GENE0587,DIS0225,0.84,Moderate
ASSOC08760,GENE0852,DIS0380,0.61,Emerging
ASSOC08761,GENE1088,DIS0440,0.61,Emerging
ASSOC08762,GENE0208,DIS0286,0.88,Strong
ASSOC08763,GENE1275,DIS0333,0.59,Emerging
ASSOC08764,GENE0357,DIS0126,0.84,Emerging
ASSOC08765,GENE1288,DIS0432,0.64,Emerging
ASSOC08766,GENE0772,DIS0248,0.69,Moderate
ASSOC08767,GENE0584,DIS0054,0.89,Moderate
ASSOC08768,GENE0251,DIS0014,0.53,Moderate
ASSOC08769,GENE0460,DIS0330,0.68,Emerging
ASSOC08770,GENE1003,DIS0252,0.83,Moderate
ASSOC08771,GENE1151,DIS0340,0.89,Emerging
ASSOC08772,GENE0398,DIS0229,0.55,Moderate
ASSOC08773,GENE1219,DIS0046,0.88,Emerging
ASSOC08774,GENE0820,DIS0473,0.88,Moderate
ASSOC08775,GENE0548,DIS0464,0.93,Moderate
ASSOC08776,GENE0673,DIS0386,0.74,Emerging
ASSOC08777,GENE1093,DIS0166,0.97,Strong
ASSOC08778,GENE1215,DIS0456,0.87,Moderate
ASSOC08779,GENE0520,DIS0350,0.95,Emerging
ASSOC08780,GENE0382,DIS0185,0.97,Moderate
ASSOC08781,GENE0192,DIS0217,0.96,Emerging
ASSOC08782,GENE1213,DIS0235,0.97,Emerging
ASSOC08783,GENE0711,DIS0121,0.72,Strong
ASSOC08784,GENE0270,DIS0311,0.74,Emerging
ASSOC08785,GENE1006,DIS0371,0.75,Moderate
ASSOC08786,GENE0029,DIS0313,0.86,Emerging
ASSOC08787,GENE0456,DIS0227,0.67,Moderate
ASSOC08788,GENE0465,DIS0496,0.51,Moderate
ASSOC08789,GENE1438,DIS0212,0.62,Emerging
ASSOC08790,GENE0134,DIS0474,0.72,Moderate
ASSOC08791,GENE1292,DIS0468,0.76,Moderate
ASSOC08792,GENE0739,DIS0334,0.73,Emerging
ASSOC08793,GENE1363,DIS0301,0.63,Strong
ASSOC08794,GENE0967,DIS0205,0.97,Moderate
ASSOC08795,GENE1212,DIS0116,0.88,Strong
ASSOC08796,GENE0479,DIS0029,0.58,Emerging
ASSOC08797,GENE0244,DIS0400,0.79,Moderate
ASSOC08798,GENE0486,DIS0295,0.92,Moderate
ASSOC08799,GENE0158,DIS0196,0.8,Moderate
ASSOC08800,GENE0098,DIS0356,0.63,Moderate
ASSOC08801,GENE1388,DIS0194,0.98,Moderate
ASSOC08802,GENE0505,DIS0389,0.64,Moderate
ASSOC08803,GENE1308,DIS0409,0.97,Strong
ASSOC08804,GENE0820,DIS0450,0.91,Strong
ASSOC08805,GENE1216,DIS0088,0.51,Moderate
ASSOC08806,GENE0145,DIS0005,0.88,Emerging
ASSOC08807,GENE0641,DIS0406,0.87,Emerging
ASSOC08808,GENE0433,DIS0276,0.81,Emerging
ASSOC08809,GENE0889,DIS0176,0.85,Emerging
ASSOC08810,GENE0695,DIS0203,0.87,Strong
ASSOC08811,GENE0812,DIS0111,0.79,Strong
ASSOC08812,GENE0739,DIS0439,0.83,Emerging
ASSOC08813,GENE1046,DIS0239,0.66,Moderate
ASSOC08814,GENE0599,DIS0289,0.7,Moderate
ASSOC08815,GENE1240,DIS0354,0.72,Emerging
ASSOC08816,GENE1411,DIS0066,0.71,Emerging
ASSOC08817,GENE0010,DIS0148,0.51,Emerging
ASSOC08818,GENE0774,DIS0151,0.86,Strong
ASSOC08819,GENE0936,DIS0206,0.91,Strong
ASSOC08820,GENE1251,DIS0112,0.66,Moderate
ASSOC08821,GENE0431,DIS0344,0.97,Emerging
ASSOC08822,GENE1258,DIS0480,0.74,Emerging
ASSOC08823,GENE1245,DIS0204,0.61,Emerging
ASSOC08824,GENE1146,DIS0240,0.67,Strong
ASSOC08825,GENE1217,DIS0207,0.6,Emerging
ASSOC08826,GENE0119,DIS0048,0.53,Strong
ASSOC08827,GENE0444,DIS0174,0.63,Emerging
